,team,half,min,x_start,y_start,outcome,type_def,game,type_id
1335,Argentina,4,109,34.44,43.6,0,Tackle,Netherlands vs Argentina,7
1336,Argentina,4,111,43.199999999999996,14.880000000000003,0,Tackle,Netherlands vs Argentina,7
1337,Netherlands,4,112,28.92,76.32000000000001,1,Tackle,Netherlands vs Argentina,7
1338,Netherlands,4,116,38.4,56.32000000000001,1,Tackle,Netherlands vs Argentina,7
1339,Argentina,4,118,11.52,14.4,1,Tackle,Netherlands vs Argentina,7
1340,Argentina,4,119,31.92,75.04,1,Tackle,Netherlands vs Argentina,7
1341,Brazil,1,3,78.11999999999999,3.2,1,Tackle,Brazil vs Netherlands,7
1342,Brazil,1,7,26.639999999999997,31.84,1,Tackle,Brazil vs Netherlands,7
1343,Netherlands,1,11,63.35999999999999,51.36000000000001,1,Tackle,Brazil vs Netherlands,7
1344,Netherlands,1,13,52.32,16.240000000000002,1,Tackle,Brazil vs Netherlands,7
1345,Brazil,1,15,28.56,32.64,0,Tackle,Brazil vs Netherlands,7
1346,Brazil,1,19,39.84,5.84,1,Tackle,Brazil vs Netherlands,7
1347,Brazil,1,21,73.32,23.680000000000003,0,Tackle,Brazil vs Netherlands,7
1348,Brazil,1,45,51.6,15.840000000000002,1,Tackle,Brazil vs Netherlands,7
1349,Netherlands,1,45,52.92,63.04,1,Tackle,Brazil vs Netherlands,7
1350,Netherlands,2,48,67.32,16.96,0,Tackle,Brazil vs Netherlands,7
1351,Brazil,2,50,91.44,57.120000000000005,0,Tackle,Brazil vs Netherlands,7
1352,Brazil,2,50,69.84,70.32000000000001,1,Tackle,Brazil vs Netherlands,7
1353,Netherlands,2,50,28.08,58.08,0,Tackle,Brazil vs Netherlands,7
1354,Brazil,2,51,40.92,1.1199999999999999,1,Tackle,Brazil vs Netherlands,7
1355,Brazil,2,52,55.199999999999996,37.92,1,Tackle,Brazil vs Netherlands,7
1356,Netherlands,2,53,27.12,26.8,1,Tackle,Brazil vs Netherlands,7
1357,Brazil,2,58,22.32,42.88,1,Tackle,Brazil vs Netherlands,7
1358,Netherlands,2,58,67.44,55.92000000000001,0,Tackle,Brazil vs Netherlands,7
1359,Netherlands,2,70,63.84,11.520000000000001,1,Tackle,Brazil vs Netherlands,7
1360,Netherlands,2,71,41.52,32.080000000000005,1,Tackle,Brazil vs Netherlands,7
1361,Brazil,2,71,17.76,52.32000000000001,0,Tackle,Brazil vs Netherlands,7
1362,Brazil,2,71,16.2,46.160000000000004,1,Tackle,Brazil vs Netherlands,7
1363,Brazil,2,73,36.48,40.800000000000004,1,Tackle,Brazil vs Netherlands,7
1364,Netherlands,2,73,65.28,19.040000000000003,1,Tackle,Brazil vs Netherlands,7
1365,Brazil,2,73,12.12,55.68,1,Tackle,Brazil vs Netherlands,7
1366,Netherlands,2,74,34.32,15.280000000000001,1,Tackle,Brazil vs Netherlands,7
1367,Brazil,2,75,34.08,60.800000000000004,1,Tackle,Brazil vs Netherlands,7
1368,Netherlands,2,76,13.799999999999999,23.200000000000003,1,Tackle,Brazil vs Netherlands,7
1369,Netherlands,2,78,22.8,9.76,1,Tackle,Brazil vs Netherlands,7
1370,Brazil,2,79,47.279999999999994,18.32,1,Tackle,Brazil vs Netherlands,7
1371,Netherlands,2,79,72.96,64.96000000000001,1,Tackle,Brazil vs Netherlands,7
1372,Netherlands,2,82,27.479999999999997,30.080000000000002,1,Tackle,Brazil vs Netherlands,7
1373,Brazil,2,82,100.68,58.56,0,Tackle,Brazil vs Netherlands,7
1374,Germany,1,0,73.2,24.16,1,Tackle,Germany vs Argentina,7
1375,Germany,1,0,72.24,73.04,1,Tackle,Germany vs Argentina,7
1376,Argentina,1,11,29.639999999999997,6.96,1,Tackle,Germany vs Argentina,7
1377,Germany,1,11,84.36,16.48,0,Tackle,Germany vs Argentina,7
1378,Germany,1,12,67.55999999999999,58.24,1,Tackle,Germany vs Argentina,7
1379,Argentina,1,12,33.12,2.4000000000000004,1,Tackle,Germany vs Argentina,7
1380,Germany,1,15,37.68,76.32000000000001,1,Tackle,Germany vs Argentina,7
1381,Argentina,1,16,21.599999999999998,56.32000000000001,1,Tackle,Germany vs Argentina,7
1382,Argentina,1,22,14.879999999999999,37.04,0,Tackle,Germany vs Argentina,7
1383,Germany,1,34,79.2,16.32,1,Tackle,Germany vs Argentina,7
1384,Argentina,1,34,25.679999999999996,61.68,1,Tackle,Germany vs Argentina,7
1385,Argentina,1,37,43.8,6.16,1,Tackle,Germany vs Argentina,7
1386,Germany,1,37,67.8,53.44,1,Tackle,Germany vs Argentina,7
1387,Germany,1,38,80.39999999999999,77.84,1,Tackle,Germany vs Argentina,7
1388,Germany,1,38,48.959999999999994,74.72000000000001,1,Tackle,Germany vs Argentina,7
1389,Germany,1,38,32.64,77.84,0,Tackle,Germany vs Argentina,7
1390,Germany,1,39,6.96,52.08,1,Tackle,Germany vs Argentina,7
1391,Argentina,1,41,34.68,3.84,0,Tackle,Germany vs Argentina,7
1392,Argentina,1,42,33.839999999999996,2.5600000000000005,0,Tackle,Germany vs Argentina,7
1393,Argentina,1,43,20.4,6.88,1,Tackle,Germany vs Argentina,7
1394,Argentina,1,46,72.36,8.0,1,Tackle,Germany vs Argentina,7
1395,Germany,2,47,84.48,7.68,1,Tackle,Germany vs Argentina,7
1396,Germany,2,48,83.39999999999999,69.2,1,Tackle,Germany vs Argentina,7
1397,Argentina,2,51,12.0,14.8,1,Tackle,Germany vs Argentina,7
1398,Germany,2,52,35.879999999999995,2.2399999999999998,1,Tackle,Germany vs Argentina,7
1399,Argentina,2,59,46.32,3.6799999999999997,1,Tackle,Germany vs Argentina,7
1400,Germany,2,61,80.64,56.800000000000004,1,Tackle,Germany vs Argentina,7
1401,Germany,2,61,13.68,22.400000000000002,1,Tackle,Germany vs Argentina,7
1402,Argentina,2,64,42.72,13.76,0,Tackle,Germany vs Argentina,7
1403,Argentina,2,65,43.199999999999996,2.16,1,Tackle,Germany vs Argentina,7
1404,Germany,2,67,37.68,2.2399999999999998,1,Tackle,Germany vs Argentina,7
1405,Germany,2,68,35.279999999999994,35.68,0,Tackle,Germany vs Argentina,7
1406,Germany,2,70,48.6,64.96000000000001,1,Tackle,Germany vs Argentina,7
1407,Germany,2,71,30.599999999999998,48.32,0,Tackle,Germany vs Argentina,7
1408,Argentina,2,74,35.279999999999994,74.56,1,Tackle,Germany vs Argentina,7
1409,Argentina,2,75,35.04,20.8,1,Tackle,Germany vs Argentina,7
1410,Germany,2,76,35.76,67.52000000000001,1,Tackle,Germany vs Argentina,7
1411,Argentina,2,79,15.12,43.84,0,Tackle,Germany vs Argentina,7
1412,Argentina,2,84,22.679999999999996,77.84,1,Tackle,Germany vs Argentina,7
1413,Germany,2,86,22.92,41.6,0,Tackle,Germany vs Argentina,7
1414,Germany,2,87,28.439999999999998,47.52,1,Tackle,Germany vs Argentina,7
1415,Germany,2,88,49.440000000000005,2.0,1,Tackle,Germany vs Argentina,7
1416,Germany,2,89,4.68,68.4,0,Tackle,Germany vs Argentina,7
1417,Germany,2,90,50.16,59.84,1,Tackle,Germany vs Argentina,7
1418,Argentina,2,90,46.559999999999995,3.3600000000000003,1,Tackle,Germany vs Argentina,7
1419,Germany,2,92,19.2,12.8,1,Tackle,Germany vs Argentina,7
1420,Germany,3,90,54.72,45.760000000000005,1,Tackle,Germany vs Argentina,7
1421,Germany,3,90,48.24,53.44,0,Tackle,Germany vs Argentina,7
1422,Argentina,3,97,31.2,75.92,1,Tackle,Germany vs Argentina,7
1423,Argentina,3,99,74.28,74.24,1,Tackle,Germany vs Argentina,7
1424,Germany,3,100,68.88,30.880000000000003,1,Tackle,Germany vs Argentina,7
1425,Germany,3,100,79.2,54.08,1,Tackle,Germany vs Argentina,7
1426,Croatia,1,6,38.879999999999995,54.96000000000001,1,Interception,Brazil vs Croatia,8
1427,Croatia,1,7,32.4,7.28,1,Interception,Brazil vs Croatia,8
1428,Brazil,1,25,16.919999999999998,76.24,1,Interception,Brazil vs Croatia,8
1429,Brazil,1,25,8.52,65.44,1,Interception,Brazil vs Croatia,8
1430,Croatia,1,28,42.959999999999994,33.2,1,Interception,Brazil vs Croatia,8
1431,Brazil,1,29,55.440000000000005,38.480000000000004,1,Interception,Brazil vs Croatia,8
1432,Croatia,1,35,18.84,72.16000000000001,1,Interception,Brazil vs Croatia,8
1433,Brazil,1,35,96.48,9.120000000000001,1,Interception,Brazil vs Croatia,8
1434,Brazil,1,35,62.519999999999996,16.240000000000002,1,Interception,Brazil vs Croatia,8
1435,Brazil,1,38,44.16,16.96,1,Interception,Brazil vs Croatia,8
1436,Brazil,1,38,35.64,71.2,1,Interception,Brazil vs Croatia,8
1437,Croatia,1,39,14.76,57.36000000000001,1,Interception,Brazil vs Croatia,8
1438,Brazil,1,42,68.88,27.92,1,Interception,Brazil vs Croatia,8
1439,Croatia,1,46,31.08,57.44,1,Interception,Brazil vs Croatia,8
1440,Croatia,1,46,31.799999999999997,25.28,1,Interception,Brazil vs Croatia,8
1441,Croatia,2,53,46.199999999999996,19.52,1,Interception,Brazil vs Croatia,8
1442,Brazil,2,59,32.4,70.72000000000001,1,Interception,Brazil vs Croatia,8
1443,Croatia,2,59,79.68,3.5200000000000005,1,Interception,Brazil vs Croatia,8
1444,Brazil,2,64,70.2,57.04,1,Interception,Brazil vs Croatia,8
1445,Brazil,2,73,37.92,13.200000000000001,1,Interception,Brazil vs Croatia,8
1446,Croatia,2,79,26.76,73.12,1,Interception,Brazil vs Croatia,8
1447,Brazil,2,80,47.279999999999994,8.32,1,Interception,Brazil vs Croatia,8
1448,Croatia,2,80,77.16,65.67999999999999,1,Interception,Brazil vs Croatia,8
1449,Croatia,2,80,34.44,64.4,1,Interception,Brazil vs Croatia,8
1450,Brazil,2,81,26.279999999999998,57.120000000000005,1,Interception,Brazil vs Croatia,8
1451,Brazil,2,86,65.39999999999999,20.400000000000002,1,Interception,Brazil vs Croatia,8
1452,Brazil,2,92,38.64,60.720000000000006,1,Interception,Brazil vs Croatia,8
1453,Brazil,2,92,40.559999999999995,41.28,1,Interception,Brazil vs Croatia,8
1454,Spain,1,1,43.559999999999995,37.28,1,Interception,Spain vs Netherlands,8
1455,Netherlands,1,2,57.599999999999994,6.640000000000001,1,Interception,Spain vs Netherlands,8
1456,Netherlands,1,10,29.879999999999995,16.96,1,Interception,Spain vs Netherlands,8
1457,Netherlands,1,10,29.04,42.0,1,Interception,Spain vs Netherlands,8
1458,Netherlands,1,15,51.48,41.52,1,Interception,Spain vs Netherlands,8
1459,Netherlands,1,19,24.96,28.400000000000002,1,Interception,Spain vs Netherlands,8
1460,Netherlands,1,20,32.879999999999995,19.28,1,Interception,Spain vs Netherlands,8
1461,Netherlands,1,20,30.839999999999996,58.160000000000004,1,Interception,Spain vs Netherlands,8
1462,Netherlands,1,21,3.24,26.960000000000004,1,Interception,Spain vs Netherlands,8
1463,Netherlands,1,29,25.56,21.44,1,Interception,Spain vs Netherlands,8
1464,Spain,1,30,8.16,27.360000000000003,1,Interception,Spain vs Netherlands,8
1465,Netherlands,1,37,29.279999999999998,44.32,1,Interception,Spain vs Netherlands,8
1466,Spain,1,41,39.84,14.16,1,Interception,Spain vs Netherlands,8
1467,Netherlands,1,43,67.2,71.28,1,Interception,Spain vs Netherlands,8
1468,Netherlands,2,46,23.639999999999997,75.76,1,Interception,Spain vs Netherlands,8
1469,Spain,2,48,14.04,76.0,1,Interception,Spain vs Netherlands,8
1470,Netherlands,2,51,41.16,14.080000000000002,1,Interception,Spain vs Netherlands,8
1471,Netherlands,2,53,9.24,46.24,1,Interception,Spain vs Netherlands,8
1472,Netherlands,2,57,17.88,14.8,1,Interception,Spain vs Netherlands,8
1473,Netherlands,2,59,38.4,29.680000000000003,1,Interception,Spain vs Netherlands,8
1474,Netherlands,2,65,52.32,3.5200000000000005,1,Interception,Spain vs Netherlands,8
1475,Spain,2,70,41.4,2.72,1,Interception,Spain vs Netherlands,8
1476,Spain,2,81,70.08,25.200000000000003,1,Interception,Spain vs Netherlands,8
1477,Netherlands,2,87,52.68,26.400000000000002,1,Interception,Spain vs Netherlands,8
1478,Netherlands,2,89,15.839999999999998,10.0,1,Interception,Spain vs Netherlands,8
1479,Spain,2,89,54.84,14.080000000000002,1,Interception,Spain vs Netherlands,8
1480,Costa Rica,1,1,54.35999999999999,5.120000000000001,1,Interception,Uruguay vs Costa Rica,8
1481,Uruguay,1,2,79.55999999999999,8.24,1,Interception,Uruguay vs Costa Rica,8
1482,Uruguay,1,4,22.92,55.52000000000001,1,Interception,Uruguay vs Costa Rica,8
1483,Costa Rica,1,5,61.92,4.720000000000001,1,Interception,Uruguay vs Costa Rica,8
1484,Costa Rica,1,7,33.6,14.080000000000002,1,Interception,Uruguay vs Costa Rica,8
1485,Uruguay,1,7,65.64,69.92,1,Interception,Uruguay vs Costa Rica,8
1486,Uruguay,1,8,9.0,21.840000000000003,1,Interception,Uruguay vs Costa Rica,8
1487,Costa Rica,1,12,35.52,13.680000000000001,1,Interception,Uruguay vs Costa Rica,8
1488,Uruguay,1,19,30.839999999999996,70.88,1,Interception,Uruguay vs Costa Rica,8
1489,Costa Rica,1,20,50.279999999999994,31.04,1,Interception,Uruguay vs Costa Rica,8
1490,Uruguay,1,28,32.279999999999994,41.68000000000001,1,Interception,Uruguay vs Costa Rica,8
1491,Uruguay,1,33,31.799999999999997,56.400000000000006,1,Interception,Uruguay vs Costa Rica,8
1492,Costa Rica,1,34,29.52,77.52000000000001,1,Interception,Uruguay vs Costa Rica,8
1493,Uruguay,1,34,79.55999999999999,14.32,1,Interception,Uruguay vs Costa Rica,8
1494,Uruguay,1,34,38.16,68.8,1,Interception,Uruguay vs Costa Rica,8
1495,Costa Rica,1,35,23.4,10.08,1,Interception,Uruguay vs Costa Rica,8
1496,Costa Rica,1,38,55.92,55.760000000000005,1,Interception,Uruguay vs Costa Rica,8
1497,Costa Rica,1,40,47.4,6.640000000000001,1,Interception,Uruguay vs Costa Rica,8
1498,Uruguay,1,41,22.92,63.760000000000005,1,Interception,Uruguay vs Costa Rica,8
1499,Costa Rica,1,44,45.0,55.44,1,Interception,Uruguay vs Costa Rica,8
1500,Costa Rica,1,44,62.04,9.520000000000001,1,Interception,Uruguay vs Costa Rica,8
1501,Uruguay,1,45,39.6,64.24,1,Interception,Uruguay vs Costa Rica,8
1502,Costa Rica,2,46,72.12,4.88,1,Interception,Uruguay vs Costa Rica,8
1503,Costa Rica,2,51,30.24,6.08,1,Interception,Uruguay vs Costa Rica,8
1504,Costa Rica,2,61,36.12,8.48,1,Interception,Uruguay vs Costa Rica,8
1505,Uruguay,2,73,54.48,17.040000000000003,1,Interception,Uruguay vs Costa Rica,8
1506,Uruguay,2,76,62.75999999999999,45.04,1,Interception,Uruguay vs Costa Rica,8
1507,Costa Rica,2,79,31.56,48.400000000000006,1,Interception,Uruguay vs Costa Rica,8
1508,Uruguay,2,83,48.6,75.52000000000001,1,Interception,Uruguay vs Costa Rica,8
1509,Uruguay,2,86,41.52,13.36,1,Interception,Uruguay vs Costa Rica,8
1510,Italy,1,3,42.12,18.96,1,Interception,England vs Italy,8
1511,England,1,7,26.16,29.84,1,Interception,England vs Italy,8
1512,England,1,7,15.12,36.160000000000004,1,Interception,England vs Italy,8
1513,England,1,9,56.64,32.800000000000004,1,Interception,England vs Italy,8
1514,England,1,11,35.52,49.44,1,Interception,England vs Italy,8
1515,Italy,1,17,34.32,75.12,1,Interception,England vs Italy,8
1516,Italy,1,23,4.44,46.160000000000004,1,Interception,England vs Italy,8
1517,Italy,1,30,30.24,49.44,1,Interception,England vs Italy,8
1518,Italy,1,36,70.8,21.6,1,Interception,England vs Italy,8
1519,England,1,39,56.4,38.24,1,Interception,England vs Italy,8
1520,Italy,1,41,33.96,73.84,1,Interception,England vs Italy,8
1521,Italy,1,45,70.32,28.400000000000002,1,Interception,England vs Italy,8
1522,Italy,2,51,45.35999999999999,31.28,1,Interception,England vs Italy,8
1523,England,2,53,39.84,73.92,1,Interception,England vs Italy,8
1524,Italy,2,54,5.04,40.080000000000005,1,Interception,England vs Italy,8
1525,Italy,2,58,16.08,33.2,1,Interception,England vs Italy,8
1526,Italy,2,62,42.0,19.680000000000003,1,Interception,England vs Italy,8
1527,Italy,2,69,14.879999999999999,56.720000000000006,1,Interception,England vs Italy,8
1528,Italy,2,70,28.2,51.6,1,Interception,England vs Italy,8
1529,Italy,2,81,30.24,54.96000000000001,1,Interception,England vs Italy,8
1530,Argentina,1,3,73.32,8.0,1,Interception,Argentina vs Bosnia and Herzegovina,8
1531,Argentina,1,4,51.48,6.08,1,Interception,Argentina vs Bosnia and Herzegovina,8
1532,Argentina,1,5,78.0,9.28,1,Interception,Argentina vs Bosnia and Herzegovina,8
1533,Argentina,1,10,48.84,3.6799999999999997,1,Interception,Argentina vs Bosnia and Herzegovina,8
1534,Bosnia and Herzegovina,1,16,45.6,74.4,1,Interception,Argentina vs Bosnia and Herzegovina,8
1535,Argentina,1,17,70.92,54.56,1,Interception,Argentina vs Bosnia and Herzegovina,8
1536,Bosnia and Herzegovina,1,17,13.92,54.48,1,Interception,Argentina vs Bosnia and Herzegovina,8
1537,Argentina,1,23,86.75999999999999,35.839999999999996,1,Interception,Argentina vs Bosnia and Herzegovina,8
1538,Bosnia and Herzegovina,1,27,65.39999999999999,39.44,1,Interception,Argentina vs Bosnia and Herzegovina,8
1539,Argentina,1,30,77.04,56.24,1,Interception,Argentina vs Bosnia and Herzegovina,8
1540,Bosnia and Herzegovina,1,31,26.279999999999998,77.28,1,Interception,Argentina vs Bosnia and Herzegovina,8
1541,Argentina,1,32,18.48,46.24,1,Interception,Argentina vs Bosnia and Herzegovina,8
1542,Argentina,1,37,41.879999999999995,7.359999999999999,1,Interception,Argentina vs Bosnia and Herzegovina,8
1543,Argentina,1,41,41.52,70.16000000000001,1,Interception,Argentina vs Bosnia and Herzegovina,8
1544,Bosnia and Herzegovina,2,48,33.48,68.96000000000001,1,Interception,Argentina vs Bosnia and Herzegovina,8
1545,Argentina,2,51,24.36,32.480000000000004,1,Interception,Argentina vs Bosnia and Herzegovina,8
1546,Bosnia and Herzegovina,2,52,29.759999999999998,49.92,1,Interception,Argentina vs Bosnia and Herzegovina,8
1547,Argentina,2,52,42.0,3.04,1,Interception,Argentina vs Bosnia and Herzegovina,8
1548,Argentina,2,52,39.84,18.72,1,Interception,Argentina vs Bosnia and Herzegovina,8
1549,Bosnia and Herzegovina,2,59,24.96,21.44,1,Interception,Argentina vs Bosnia and Herzegovina,8
1550,Bosnia and Herzegovina,2,66,41.16,34.88,1,Interception,Argentina vs Bosnia and Herzegovina,8
1551,Bosnia and Herzegovina,2,69,31.08,20.96,1,Interception,Argentina vs Bosnia and Herzegovina,8
1552,Bosnia and Herzegovina,2,72,43.559999999999995,22.32,1,Interception,Argentina vs Bosnia and Herzegovina,8
1553,Bosnia and Herzegovina,2,88,55.559999999999995,73.2,1,Interception,Argentina vs Bosnia and Herzegovina,8
1554,Argentina,2,90,40.199999999999996,17.040000000000003,1,Interception,Argentina vs Bosnia and Herzegovina,8
1555,Argentina,2,91,37.08,52.32000000000001,1,Interception,Argentina vs Bosnia and Herzegovina,8
1556,Argentina,2,92,32.04,30.8,1,Interception,Argentina vs Bosnia and Herzegovina,8
1557,Portugal,1,1,7.56,9.36,1,Interception,Germany vs Portugal,8
1558,Portugal,1,12,80.39999999999999,2.5600000000000005,1,Interception,Germany vs Portugal,8
1559,Portugal,1,13,9.96,57.36000000000001,1,Interception,Germany vs Portugal,8
1560,Germany,1,14,38.76,55.120000000000005,1,Interception,Germany vs Portugal,8
1561,Portugal,1,24,60.959999999999994,56.160000000000004,1,Interception,Germany vs Portugal,8
1562,Portugal,1,28,46.08,9.36,1,Interception,Germany vs Portugal,8
1563,Germany,1,34,6.0,40.56,1,Interception,Germany vs Portugal,8
1564,Germany,1,42,45.6,47.92,1,Interception,Germany vs Portugal,8
1565,Germany,1,44,46.32,50.400000000000006,1,Interception,Germany vs Portugal,8
1566,Portugal,2,54,64.44,25.92,1,Interception,Germany vs Portugal,8
1567,Portugal,2,55,31.439999999999998,51.92000000000001,1,Interception,Germany vs Portugal,8
1568,Germany,2,66,44.279999999999994,58.32000000000001,1,Interception,Germany vs Portugal,8
1569,Germany,2,70,52.08,15.52,1,Interception,Germany vs Portugal,8
1570,Portugal,2,74,107.16,31.760000000000005,1,Interception,Germany vs Portugal,8
1571,Germany,2,74,17.88,43.6,1,Interception,Germany vs Portugal,8
1572,Portugal,2,82,51.48,21.92,1,Interception,Germany vs Portugal,8
1573,Belgium,1,7,40.440000000000005,5.2,1,Interception,Belgium vs Algeria,8
1574,Belgium,1,9,38.16,72.24,1,Interception,Belgium vs Algeria,8
1575,Algeria,1,10,32.4,47.28,1,Interception,Belgium vs Algeria,8
1576,Belgium,1,12,48.24,72.64,1,Interception,Belgium vs Algeria,8
1577,Algeria,1,13,29.759999999999998,55.68,1,Interception,Belgium vs Algeria,8
1578,Algeria,1,14,31.08,16.0,1,Interception,Belgium vs Algeria,8
1579,Belgium,1,16,64.92,4.720000000000001,1,Interception,Belgium vs Algeria,8
1580,Algeria,1,22,45.959999999999994,50.080000000000005,1,Interception,Belgium vs Algeria,8
1581,Algeria,1,28,31.2,19.28,1,Interception,Belgium vs Algeria,8
1582,Algeria,1,32,50.64,51.84,1,Interception,Belgium vs Algeria,8
1583,Belgium,1,35,37.32,3.9200000000000004,1,Interception,Belgium vs Algeria,8
1584,Belgium,1,39,15.839999999999998,10.08,1,Interception,Belgium vs Algeria,8
1585,Algeria,1,45,33.36,32.0,1,Interception,Belgium vs Algeria,8
1586,Belgium,2,60,42.24,6.4,1,Interception,Belgium vs Algeria,8
1587,Algeria,2,67,27.24,57.36000000000001,1,Interception,Belgium vs Algeria,8
1588,Belgium,2,71,47.879999999999995,25.760000000000005,1,Interception,Belgium vs Algeria,8
1589,Algeria,2,72,3.0,72.0,1,Interception,Belgium vs Algeria,8
1590,Belgium,2,77,43.08,65.60000000000001,1,Interception,Belgium vs Algeria,8
1591,Algeria,2,77,70.08,31.360000000000003,1,Interception,Belgium vs Algeria,8
1592,Algeria,2,78,12.239999999999998,61.120000000000005,1,Interception,Belgium vs Algeria,8
1593,Belgium,2,82,69.6,76.0,1,Interception,Belgium vs Algeria,8
1594,Belgium,2,85,93.0,51.68,1,Interception,Belgium vs Algeria,8
1595,Algeria,2,88,15.0,4.4799999999999995,1,Interception,Belgium vs Algeria,8
1596,Algeria,2,89,49.92,68.0,1,Interception,Belgium vs Algeria,8
1597,Mexico,1,4,69.36,7.840000000000001,1,Interception,Brazil vs Mexico,8
1598,Mexico,1,5,49.92,49.6,1,Interception,Brazil vs Mexico,8
1599,Brazil,1,5,50.04,30.72,1,Interception,Brazil vs Mexico,8
1600,Mexico,1,14,44.4,15.12,1,Interception,Brazil vs Mexico,8
1601,Brazil,1,22,23.279999999999998,55.68,1,Interception,Brazil vs Mexico,8
1602,Mexico,1,22,54.35999999999999,16.240000000000002,1,Interception,Brazil vs Mexico,8
1603,Mexico,1,24,40.440000000000005,18.880000000000003,1,Interception,Brazil vs Mexico,8
1604,Brazil,1,27,44.52,44.64,1,Interception,Brazil vs Mexico,8
1605,Brazil,1,30,39.84,30.880000000000003,1,Interception,Brazil vs Mexico,8
1606,Brazil,1,32,14.639999999999999,21.92,1,Interception,Brazil vs Mexico,8
1607,Mexico,1,32,78.71999999999998,64.24,1,Interception,Brazil vs Mexico,8
1608,Mexico,1,33,5.159999999999999,66.08,1,Interception,Brazil vs Mexico,8
1609,Mexico,1,43,54.84,63.760000000000005,1,Interception,Brazil vs Mexico,8
1610,Brazil,2,46,46.199999999999996,9.040000000000001,1,Interception,Brazil vs Mexico,8
1611,Mexico,2,51,30.72,73.67999999999999,1,Interception,Brazil vs Mexico,8
1612,Brazil,2,51,47.76,62.24,1,Interception,Brazil vs Mexico,8
1613,Brazil,2,52,67.08,69.2,1,Interception,Brazil vs Mexico,8
1614,Mexico,2,52,39.12,41.52,1,Interception,Brazil vs Mexico,8
1615,Brazil,2,63,37.92,50.64,1,Interception,Brazil vs Mexico,8
1616,Mexico,2,66,31.2,43.44,1,Interception,Brazil vs Mexico,8
1617,Mexico,2,71,48.0,2.9600000000000004,1,Interception,Brazil vs Mexico,8
1618,Mexico,2,72,13.68,76.72000000000001,1,Interception,Brazil vs Mexico,8
1619,Brazil,2,73,36.239999999999995,12.240000000000002,1,Interception,Brazil vs Mexico,8
1620,Mexico,2,81,31.08,18.96,1,Interception,Brazil vs Mexico,8
1621,Mexico,2,91,31.32,43.84,1,Interception,Brazil vs Mexico,8
1622,Brazil,2,92,46.68,26.880000000000003,1,Interception,Brazil vs Mexico,8
1623,Spain,1,2,100.44,7.6000000000000005,1,Interception,Spain vs Chile,8
1624,Spain,1,3,12.0,11.280000000000001,1,Interception,Spain vs Chile,8
1625,Spain,1,4,67.92,53.36000000000001,1,Interception,Spain vs Chile,8
1626,Chile,1,8,40.199999999999996,5.120000000000001,1,Interception,Spain vs Chile,8
1627,Chile,1,10,24.84,57.92000000000001,1,Interception,Spain vs Chile,8
1628,Spain,1,11,50.16,63.68,1,Interception,Spain vs Chile,8
1629,Chile,1,12,31.799999999999997,39.44,1,Interception,Spain vs Chile,8
1630,Spain,1,16,47.279999999999994,56.160000000000004,1,Interception,Spain vs Chile,8
1631,Chile,1,18,68.16,72.88,1,Interception,Spain vs Chile,8
1632,Chile,1,18,70.67999999999999,12.48,1,Interception,Spain vs Chile,8
1633,Spain,1,21,27.0,2.9600000000000004,1,Interception,Spain vs Chile,8
1634,Chile,1,26,30.599999999999998,19.28,1,Interception,Spain vs Chile,8
1635,Spain,1,29,77.52,20.480000000000004,1,Interception,Spain vs Chile,8
1636,Chile,1,36,29.04,38.480000000000004,1,Interception,Spain vs Chile,8
1637,Chile,1,39,29.4,4.88,1,Interception,Spain vs Chile,8
1638,Chile,2,47,30.36,29.04,1,Interception,Spain vs Chile,8
1639,Spain,2,47,70.8,31.84,1,Interception,Spain vs Chile,8
1640,Chile,2,50,36.36,16.48,1,Interception,Spain vs Chile,8
1641,Spain,2,57,32.04,75.36,1,Interception,Spain vs Chile,8
1642,Chile,2,57,70.44,3.6799999999999997,1,Interception,Spain vs Chile,8
1643,Spain,2,62,52.199999999999996,59.36000000000001,1,Interception,Spain vs Chile,8
1644,Spain,2,62,58.67999999999999,16.32,1,Interception,Spain vs Chile,8
1645,Chile,2,67,43.199999999999996,27.6,1,Interception,Spain vs Chile,8
1646,Spain,2,68,18.36,52.08,1,Interception,Spain vs Chile,8
1647,Spain,2,68,46.08,70.72000000000001,1,Interception,Spain vs Chile,8
1648,Chile,2,69,43.08,11.76,1,Interception,Spain vs Chile,8
1649,Spain,2,70,38.52,42.96000000000001,1,Interception,Spain vs Chile,8
1650,Chile,2,77,9.36,62.0,1,Interception,Spain vs Chile,8
1651,Spain,2,79,68.88,17.28,1,Interception,Spain vs Chile,8
1652,Chile,2,79,17.4,53.6,1,Interception,Spain vs Chile,8
1653,Spain,2,83,68.39999999999999,21.44,1,Interception,Spain vs Chile,8
1654,Spain,2,84,63.35999999999999,69.04,1,Interception,Spain vs Chile,8
1655,Spain,2,92,45.12,4.720000000000001,1,Interception,Spain vs Chile,8
1656,Chile,2,93,70.08,79.12,1,Interception,Spain vs Chile,8
1657,Spain,2,94,62.519999999999996,72.72000000000001,1,Interception,Spain vs Chile,8
1658,Australia,1,11,74.16,6.32,1,Interception,Australia vs Netherlands,8
1659,Australia,1,12,69.6,4.0,1,Interception,Australia vs Netherlands,8
1660,Australia,1,27,11.04,32.96,1,Interception,Australia vs Netherlands,8
1661,Australia,1,29,78.36,70.72000000000001,1,Interception,Australia vs Netherlands,8
